id,text,label
280,не выпускайте янукевича из страны может свалить в беларусь на вертолете ,0.0
281,а еще она вообще не понимает что несет ,0.0
282,підтримую на ,0.0
283,просто супер ,0.0
284, любомир ратушний а какой я я обычный гражданин своей страны и вижу кто по вылазил из нор и под какими флагами стоят и что они несут в массы и я бы не хотел чтобы фашизм возвращался к нам не за это воевал мой дед прадед я конечно понимаю в западной части украины свой менталитет но то что они проповедуют недопустимо с теми кто рвется к власти с ними точно будущего нет у страны ,0.0
285,да потому идиот что ваши проблемы со временем станут нашими и нам опять придется разгребать то дерьмо во что вы превратитесь европа и сша спят и грезят как же помочь бедному вукру ага щаз ,1.0
286,ну да ну да заглавная картинка особенно зачетная снаяперов так и учат как наиболее фотогенично под камерой целиться постановщики как были в своем мире так там и живут желаю им хорошего принуждения к реальности ,0.0
287,почему продажная он какбэ всегда придерживался анархизма и это не делает его русофобом против власти в целом но не против народов ,0.0
288,путіна дочка чомусь тоже живе в німеччині ,0.0
289,эх хохлы кому вы продались зачем родину сдали севастополь и крым давайте к нам в россию обратно ,0.0
290,страйкбол в чистом виде ,0.0
291,зато помогают ,0.0
292,давно пора сами уже столько людей переубивали а щас очко жмет вы безнаказанными не останетесь сколько вы убили людей своими коктейлями молотова пришло время огребать и то видно что не стреляют когда не надо ,0.0
293,вот и ворвались в страну которая им давала лучших ученых специалистов разного ранга актеров режиссеров певцов поэтов писателей музыкантов композиторов дикое татаро монгольское иго ,0.0
294,что за бред а если бы там не барикада а просто люди шли ,0.0
295,ну лишень за те що люди старалися вибачайте але мене не надихає і не відображує майданівської міці та незламності хто з тих хто залишив захоплені відгуки сам був на майдані ,0.0
296,пройдет два года и слова кришенинниковой уже не будут казаться параноидальными все произойдет именно так как она и прогнозировала сша проглотят украину и там начнется война донбасс отпадет крым вообще уплывет в россию ,0.0
297, иван сидоров ты видел толпы которых привозили поездами в крым усмирять митинги крымчан я видел а как же ато против донецка и луганска точно такое же ато и против крыма или скажешь бы не было ато против крыма почему если против днр и лнр есть ато почему его против крыма бы не начали это все усмирение городов и территорий которые не приемлют гос переворот и не законное свержение власти к тому же в крыму харькове одессе люди помнят и чтят героев войны и ветеранов это часть социума и общества которое там живет а за года на украине сделали рукоподатными националистов бендеровцев свободовцев они участники шоу савик шустер свобода слова их командиры проходят в парламент и получают там места ваш президент в одессе сам на камеру признает что бандера его герой у власти сидят самые настоящие преступники которые не нацелены на построение сильного государства и национальную политику не ту национальную о которой кричат обезьяны на крещатике а именно в защиту народа суверенности и защиты именно от внешнего влияния у вас же вся верхушка по телефону назначается виктории нуланд которая говорит кому какое место занять есть запись документ а президенту раздают аплодисменты в конгрессе как тому кто сдал свою страну под внешнее управление и не беда что с ней станет вторая ливия или афганистан главное можно санкции против россии вводить и обвинять путина и придумывать сказки про введение армии ,0.0
298,слава беркуту ,0.0
299,хакамада лыка не вяжет взмах бабочки демократический или демократический ,0.0
300,хай чекають нападу від людей ми українці так просто не здаємся і будемо триматися до кінця клятий янукович ,0.0
301,сволочи брехливые и где ваш кровавый актевист ,1.0
302,раньше я к украинцам относился лучше чем к каким либо другим нац из бывших советских государств считал вас братьями а щас я вас даже за людей не считаю стрелять вас чертей ,1.0
303,все такие умные аж тошно украина встанет это выродки в камуфляже твари и чмошники го класса в школе только такие будут с палками бить мирных людей для самоутверждения не путайте с политикой войска и все такое это бред ,1.0
304,у украины и россии один враг путин ,0.0
305, алексей никитин в том то и дело что миллион не выйдет ибо всех все устраивает а если что то не так тебя живо в предатели запишут ,0.0
306, канал как шлюха почему не показуют что везли в этих машинах ,1.0
307,ухахаха вот так веселишь продолжай дальше ,0.0
308,цирк не получился где вы видели одетых как попало подразделение беркут ,0.0
309,кролик здесь такой смелый но сто в гору дам что в первых рядах его никто не увидит эта сука подбивает людей идти на смерть а сам потом будет кричать что это власть виновата я тоже не всем доволен что делает януковичь и так же как и многие ненавижу мусоров но то что творится сейчас в киеве это тоже не выход ,1.0
310,слава україні ,0.0
311,один человек написал чиновники давно живут в европе и недвижимость у них там и банковские счета и дети там учатся а рабам своим рассказывают что европа это плохо и пока рабы в это верят можно дальше деньги из бюджета воровать ,0.0
312,начали беркут прикрывать от девочки с красным крестом на спине ,0.0
313,те кто стоят на майдане или те кто стоял на площадях других государств в большей своей массе народом той или иной страны не являться это надо быть безграмотным слепцом или человеком который и с той же грядки которые берут деньги на свое существование от запада и хакамада полноценный представитель этой группы хотел бы обратиться к владимиру соловьеву имеете ли вы какое нибудь влияние на выбор тех людей которых вы приглашаете в свои передачи мало того что половина этих людей непонятные писатели эксперты политологи причем признанные своими же кругами и вчера созданными организациями а хакамада просто безграмотный человек который просто поверхностно видимо изучала историю своей страны если она таковой для ние остается ведь как только россия прогибалась перед мировыми институтами становилась слабой сразу же силы из вне англия затем сша поедали превращая ее в колонию ,0.0
314,черт ебаный пошел на ху ,1.0
315,ти ідіот ,1.0
316, геннадий мигур да там вся галичина сосет у поляков им похуй у кого сосать главное на зло россии ,1.0
317,пидарас не гони про русских ,1.0
318,что тут сказать это нелюди ,0.0
319,начало распада украины ,0.0
320,и тут на утро востал весь киев ,0.0
321,вот это факелок спонсируется немцевым он еще с событи на болотной в россии а для тех кто невразумляет ответ в желтых повязках этих парней по другому зовут не будте зомби ,0.0
322,в любой нормальной стране эту толпу отморозков за сутки бы разогнали брандсбойтами газом дубьем и резиновыми пулями а при необходимости огнестрелом янык импотент ,1.0
323,это ты такой ,0.0
324,это вы суки войну в нашу страну позвали и теперь нормальные молодые ребята гибнут за таких пидарасов как ты выродок ,1.0
325,моему другу он из харькова платили гривен в день за то что он там стоял трехразовое питание одежда секонд хенд и ночлег ,0.0
326, кирилл голиков отстаньте сэр ,0.0
327, алексей никитин началось все гораздо раньше жизнь ухудшалась каждый год просто при яныке люди ощутили совсем уж какую то безнадегу беспредел коррупцию и воровство казалось это можно изменить но из требований майдана разве что осуществился лишь один уход яныка ,0.0
328,война прекратится только после свержения путина с донбасса будут отозваны все российские военнослужащие ,0.0
329, ,0.0
330,гестапо только с зоей космодемьянской так поступило ,0.0
331,за дураков держат ,0.0
332, прости я житель тогда не московии а минчании ну раз так буду звать тебя жителем галиции для начала по порядку при чем тут независимость и предательство вон у нас с рф равная страна во всем равная мы не гадим на память героев брестской крепости не отрекаемся от своей истории не называем братьев оккупантами вместе строим сильную достойную державу заметь сами строим сохраняя и приумножая а не мечтаем чтобы у соседа стало хуже чем у нас прошу напомнить кто были братья покруче сталин ладно грузин после сталина был хрущев парень в вышиванке елси не путаю затем парень брежнев тот любитель поцелуев был но тоже с края вышиванок и заканчивал парень со ставраполья происхождением края вышиванок погоди погоди получается самые покруче были ребята любители сала не считаю оскорблением сам обожаю сало если с перчиком и чесночком хорошо просолено а сколько в ссср было правителей великороссов которые типа покруче погоди погоди не одного при этом мы не отрицаем истории что рсфср давал всем странам братьям свои ресурсы и только себе не чего не брал зп была ниже чем в белоруссии ниже чем украине и бесконечно ниже чем в прибалтике русские и белорусы плечом к плечу выиграли войну понеся самые страшные потери а вот героев упа у нас и сейчас помнят как жгли наши села не им вы почести воздаете братья кстати напомню про одного поэта ты его должен знать возможно даже уважать фамилия шевченко имя тарас отчество григорьевич слышал про такого что он писал про украинцев прости там будет несколько не красивых слов но писал шевченко я только цитирую стих хохол останется хохлом хоть ты пусти его в европу где надо действовать умом он напрягает только жопу и потому то на руси завещано аж мономахом “связаться боже упаси с тремя жидом хохлом и ляхом ” коварен жид хотя и слеп кичливый лях похуже бляди хохол же съест с тобою хлеб и тут же в суп тебе нагадит хохлы т г шевченко год ,1.0
333,в украине и так почти нет товаров нет производства и сельского хозяйства заводы пашут только на их владельцев олигархов и на их карман овощи летом на прилавках помидоры огурцы через один из турции и испании не пугайте ёжика голой жопой ,1.0
334, стыдно славяне посмотрите кто на видео дети вы бьете своих детей дубинками и носаками сапог ,0.0
335,по мне так всё логично эти мирные демонстранты сожгли много зданий взяли в заложники людей захватывают административные здания и не идут на мир думаю многие заслужили пулю от снайпера в лоб ,0.0
336,ну ещё одно прям выползло тсн ему не в тему я живу здесь и тсн и прочее не смотрю уже года телека тупо нет ну в целом плевать в бакланов я знаю что первым пяти признакам рф фашистское формирование тупоголовое народонаселение которое жрёт ложь вашу в том числе стараки фсбшные труп воняющий на теле планеты бб тоже в баньку незачем читать ещё одно дно ,1.0
337,радикалы вроде не одеты в форму похожую на беркут у них больше камуфляжная форма зачем тогда беркуту такие опознавательные знаки в виде желтой ленты это больше похоже на попытку раскачать ситуацию ,0.0
338,беркут нелюди ,0.0
339,ляпіс велике дякую ,0.0
340,красавцы так с ними и надо пусть в крови захлебнутся ,0.0
341,пидарасов беркутов надо было на майдане на кол сажать а не дать им сбежать а титушек надо найти и на сук правосудия если кто из них еще остался жив их скорей всего уже на лугандоне черви сьели ,1.0
342,єднаймося браття єднаймося сестри єднаймося разом усі з велика до малку за нашу вкраїну не згаснуть її у біді за волю бажанну за долю величну потрібно піднятись гуртом і з явиться воля всміхнеться нам доля бо сила коли ми разом ,0.0
343, саша гарматний а ты беспробудный дурак посчитай не согласных с твоим бредом что все тролли все правильно все по бандеровски только бандеровец прав всегда даже если он один из тысячи ,1.0
344,утютю какой грозный этих людей там процент и меньше димуля ты попробуй такое в стране запада устроить тебя там быстро газом портавят и дубинами забьют и посадят потом удивляюсь как народу сотня малолетних дураков разрешают такое делать ,0.0
345,узкоглазая мартышка даже говорить по русски не научилась ,1.0
346, так смотрю здесь уже похуй рускоязички украинец руский украинец китаец да пох кто народ взбесилса что зделали менти и их ебучая власть здесь неидет уже о европе афреки китае росий а просто власть перешла ету грань ,1.0
347,прост когда кастры жгли сразу унечтожать надобыло эту гниль ,0.0
348,александр ходжаев ты ублюдок на розтрел тебя конченый руский ублюдок ,1.0
349,олександр миколайович після перегляду коментарів у мене виникло запитання яке стосується пунктуації а саме як правильно ставити кому при написанні слова тому що перед ним чи після тому і перед що ,0.0
350,позорище свои своих же пиздят вот власть и показала свое лицо ,1.0
351,давно надо было расстрелять вас всех твари ,1.0
352,это больше на язвы от уколов наркотика крокодила дезоморфин похоже чем от пуль беркута скорее всего поймали наркомана и давай придумывать интересную историю его дыркам отправьте человека в реабилитационный центр если он наркоман пусть лечит зависимость если нет тогда пусть лечит голову ,0.0
353,слава россии ,0.0
354,ха ха ха вы видите врагов там где их нет поспилкувався би украинською але в мене росийська клава и друкую одним пальцем ,0.0
355,на заборе ху написано так это не факт что это ху ,1.0
356,так починався майдан ,0.0
357,хороший мусор мертвый мусор вырезать их семьи отрезать головы и в футбол играть ,1.0
358,данное интервью рассчитано на людей необразованных очень много противоречащих друг другу фактов незнание или специальное коверканье исторических фактов элементарное пренебрежение законами экономическими и еще интересно кто входит в нод украины если агенты сша в украинском правительстве борются с агентами сша в оппозиции а корреспонденту я бы посоветовал перед интервью хотя бы элементарно ознакомиться с ситуацией и не путать термины и должности а то как то не профессионально ,0.0
359,вы там были ,0.0
360, юрий анатольевич моча ведра барматуха мусорные баки вы бич что ль ,0.0
361,все по сценарію в о президента ,0.0
362,что за транс играет в видео ,0.0
363, саня коржаков путин на выход гаага ждёт тебя хуйло конченное ,1.0
364, хуй ну что мацкаль кацап скоро наши воины получат современное натовское оружие и придут за тобой мразь ,1.0
365,клоунада это все происки америкосов они народ стравливают ,1.0
366,поржал спасибо ,0.0
367, дмитрий чернов ну вот еще один ебучий фашист зиганул прям вижу как ты придурок едешь на мотоцикле с ночными волками в руке у тебя шмайсер и вы сжигаете украинские села где вас дебилов выращивают ,1.0
368,якщо б твій коментар було б залишено на початку грудня то ще не проблема але вже січень січень люди вже більше місяця стоять саме за відставку уряду та яника а не єс с цього приводу навіть сумнівів та суперечок бути не може лише дизінформовані люди вірять в покращення при нинішній владі ,0.0
369,ну чо суки бандеровские получайте что хотели натравили людей друг на друга сами уже небось за границей отдыхаете ,1.0
370,голосование зрителей говорит само за себя к великому сожалению откройте глаза смотрите и читайте разные источники информации и выезжайте за пределы нашего государства чтобы посмотреть как может все быть и что мы имеем сейчас начинайте с себя хватит обвинять всех вокруг решать надо внутренние проблемы уважайте себя и окружающих конструктивный разговор был только у хакамады крашенинникова не отвечает на поставленные вопросы а только ссылается на заготовленные речи и книги соответственно рассуждать мыслить здесь и сейчас сложновато любить россию родину и кивать и соглашаться со всем что происходит в стране это не одно и то же думайте и рассуждайте самостоятельно а не тому что пропагандируется это лично моя точка зрения и она может быть не схожа с другими и согласно нашей действующей конституции каждому гарантируется свобода мысли и слова всем мира и любви ,0.0
371,интересно сколько весит винтовка у снайпера на видео я бы предположил что она пластиковая ,0.0
372,кому потрібен той беркут у європі дипутати на велосипедах без охорони їздять а тут чмошніки головорізів мають і на вертольотах літають ,1.0
373,жесть ,0.0
374, александр русский ебали мы россию в жопу ,1.0
375,дорогие любители европы что вы забыли в киеве панелей и общественных туалетов в европе хватит на вас всех все в европу забудьте про украину ,0.0
376, дмитрий галиев так у него кончик дуло ввиде кобры что характерно только барретам кстати где то читала что если вы видите винтовку схожую с авм или авп с треугольнык кончиком называйте смело баррет не ошибетесь ,0.0
377,но россий тоже наша земля нужна и она всегда старалась забрать у украинцев не тока землю но и жизнь людей ,0.0
378,во всём виноваты инопланетяне ,0.0
379,а то до евромайдана страна цвела и пахла все о чем вы написали уже было на ноября г огромное воровство из бюджета наплевательство на всю правовую систему вероятность поглощения соседним государством остатков свободной предпринимательской сферы суверенитета страны путем вступления в тс фактическое становление диктатуры и конечно тотальное вранье вранье вранье осознание нацией своей силы и нетерпение к вышеперечисленному сброс упыря бандюковича это только первый этап перемен конечно дальше легко не будит но начальный шаг к созданию нормального человеколюбивого государства сделан что касается гражданской войны ее у нас нет а есть заигрывание местных элит с сепаратистами для того чтобы выторговать у новой киевской власти старые привилегии на обогащение в своей вводчине регионе есть выходящий из под их контроля ряд банд из местных гопников отморозков дебилов параноиков и русских наемников которым все равно грн за избиение людей на митинге или за обстрел украинских военных получать а если не привезут вовремя то не грех у местных которым вчера на митинге дерьмо про русский мир втюхивали машину кошелек или хотя бы запас консервов реквизировать естественно на благо борьбы с невидимками из правого сектора а не нравится пулю в пузо и дело с концом все равно русский зомбоящик спишет на тех же правосеков это по вашему гражданская война это война с гражданами но вы за нас не переживайте мы справимся вы о себе подумайте когда недобитые озлобленные бандиты обратно в россию драпанут уж вряд ли они понюхавшие пороха скажут путину спасибо за помощь батя но путин далеко а его почитателей диванных патриотов коих по ретингам рукой достать ,0.0
380,елена зеленская респект таких русских как вы мы любим ,0.0
381,не нужно сергей на небольшую кучу говна говорить весь восток люди на востоке тоже хотят честного правосудия медицины образования как в конституции а не по понятиям ,1.0
382,мне очень интересно кому активисту голову проломили в каске да еще и до крови что за бред эти мрази тупо киевлян побили какие провокации я была на этих акциях провоцировали всегда только со стороны майдана а ниши не поддавались не разу канал уроды хоть раз покажите все как есть вы задрали дождетесь что вам нигде снимать не дадут ,1.0
383,вся западная украина в киеве сегодня была бандеровцы с ума по сходили страну развалят восток не пойдет за вами ,1.0
384,да это вам не россия ,0.0
385,ты слушал или нет майдан был мирним но посли зачистки с оружыями у нас задалбало умерло больше чиловек а тибе пливать ,0.0
386,бендеры приезжайте к нам на юг мы вас сук резать будем ,1.0
387,видео только подтверждает что мусора виноваты на они начали операцию йолка против людей что уже является преступлением легко быть умным на расстоянии а когда на тебя надвигаются экипированные сучки совершенно объяснимы такие действия молодых людей страх и ответственность желание отстоять территорию так что мусора создали эту ситуацию и по продуманному сценарию довели ее до нужного себе завершения ,1.0
388,с чего ты взял что россия расколоться мы живем в россии и впервые это от тебя слышим ,0.0
389,а как же те которые в киеве майдан это даже не весь киев раздуплитесь придурки ,1.0
390,какая хрень заумная ,1.0
391,чучело що ти можеш на таких як ти телеканали і розраховані готов расстрелять викинься в унітаз дибіл ,1.0
392,спасибо за песню олег ,0.0
393,по моему хакамада пьяна ,0.0
394, игорь крокодил ты сейчас разговариваешь с укропом поверь этих гавноетов я за версту жопой чую опыт крайних двух лет к тому же этот укроп настолько туп что на конкурсе тупых занял бы первое место вне конкуренции ,1.0
395,бараны всегда перед бойней думают что их ведут на паздбище блин народ как всегда ведет себя как баран по чем нынче революция хохлы ,1.0
396,хакамада не просыхает её надо лечить ,0.0
397,ребят не верте американской конторе радио свобода на видео боевики правого сектора оружие и форма украдены во львове ,0.0
398,таких людей как зака нужно просто игнорировать не удивлюсь если ему башляют за комменты всем известно что идёт информационная война и людей ордами нанимают дабы они комментили троллили ну и так далее но я не говорю что он один из них однако всё может быть ,0.0
399,эй москали не лезьте не в ваше дело вам завидно что украинское общество в отличии от вас просто напросто существует и активно вы там против своего презика даже тявкнуть ничего можете сразу заметут куда надо завидуйте молча в украине есть еще надежда построить демократическое общество вы же этот шанс потеряли и по ходу навсегда ,0.0
400,будет опять ганьба если не освободят павличенко его же чисто подставили и все это знают он достоин освобождения не меньше чем юля и луценко перепостите и донесите до майдана ,0.0
401,нешановні росіяни памятайте іноді ваші коментарі читають діти менше свого монгольського мата вставляйте ,0.0
402,я думаю если начнёться как в сирии то вам бандеровцы не позавидуешь ,1.0
403,отстреливайте хохлов да поскорее да боевыми да наглухо валите их ,0.0
404,лойк лойк лойки ,0.0
405, семён антоненко трудиться или в танчики играть ,0.0
406, николай шугаев н даааа уж умопомрачительная мысль слава богу что у нас разные ценности ,0.0
407,меня больше всего прикололо что кто то там орёт за що ну как в анекдоте мыколо пишлы быты москалив а якщо вони нас о а нас за що наконец то власть выбранная всем народом стала разгонять кучку майдаунов которые хотят узурпировать выражение всего народа украины ,0.0
408,дякую за відео ,0.0
409,и правильно делают где танки вот только ,0.0
410,вот и хорошо вы на своём месте можете судить о жизни в россии в тонах песен расторгуева только ради бога не сравнивайте с другими странами где вас не было и не будет потому что выглядит как попытка оправдываться а пить русскую водку любить русских женщин и смотреть на реки и озёра можно и в сша аргументы забавные что там с флоридой есть разные страховые компании причём тут флорида если люди и работают дней то не из за того что им надо как то выживать как у меня все родственники на нескольких копеечных работах а потому что чувство важности у них высокое дела решают ради этого можно и работать дней с чувством достоинства ,0.0
411,мы своих героев и без вас знаем и что у вас у всех за привычка когда нечего сказать по существу начинать съезжать на другие темы вы то что не едите в европу ,0.0
412,тепер зрозуміло чому вони в масках шоломах чорних з такими мордами страшними їм ще намордники потрібні а краще подалі від людей щоб їх взагалі ніхто не бачив ,0.0
413, не питайтесь учить нас о нашей истории вы со своей разберитесь оун и упа да они были националисты не нацисты а националисты они не убивали за расовыми чертами они воевали во время второй мировой сначала против немцев которые нас захватили а потом с русскими которые нас точно так же захватили вот и все россия захватила украину будем честны теперь мы свободная страна и поэтому не хотим чтобы русская власть опять захватила украину под разными предлогами ,0.0
414,фашистов дубина ваша вероника фашист дома ей жопу перцем чистит цель майдана освободить страну он коррумпированной системы ни одно разрешения не получишь без взятки ни одно а разрешительные документы штампуются каждый месяц очень жаль что россияни запуганы своим режимом да не знают правды о конфликте потому что киселевы и прочие путинососы несут полную чушь и простой россиянин верит зомбоящику ,1.0
415,слава беркуту ,0.0
416,кухонный политикан и экономист ну ну ,0.0
417,я не говорил что ты бандеровец я говорю о том что у меня украинские националисты и бандеровцы это одно и то же флаги упа на майдане это не бандеровцы люди которые стоят рядом с этими флагами и ими не являются отдают себе отчет где они вообще находятся я бы не стоял рядом с ними на майдане даже если бы и вышел против существующей власти ,1.0
418, артем зозуляздесь не ебашить надо чтобы жить хорошо а хитрожопить врать брать и давать взятки как бе принципиальная разница а ебашат за копейки у нас большинство ,1.0
419,мені мабуть ще треба докумекувати як москальській пиці хрячній робити переконання що я з киева а не зі обіссяної москалями кримом русские вы такие ограниченые вы привели нашего хряка к власти а теперь рассказываете что я у вас деньги беру да вы даете дважды сидевшему зеку и его талантливой семье которые разграбили украину полностью у вас мозгов хватает давать таким людям деньги а работаю я дизайнером на немецкую компанию мне ваши деньги поперек горла лолки ,0.0
420,янукович что б тебя и твою семью так месили как этих людей ,0.0
421, питер пэн ты ль беднинький переживаеш что мы жрать будем отебитесь долбоебы от украины да путин виноват потому что ворвалса в чужую страну пускай у себя порядки наводит а мы сами без вашей путинской помощи жить будем да бендеровцев нам бы побольше а то он хули бы зашол с танками в страну ты глянь разпереживались что мы жрать будем да по миру пойдем я кем угодно буду поляком немцем узбеком но не русским этот народ давно проклят богом и людьми лучше подохнуть сука но не стать конченным руссаком как вас здесь называют ,1.0
